id,original,paraphrased
id_01947,"For patients with VHD for whom intervention is contemplated, individual risks should be calculated for specific surgical and/or transcatheter procedures, using online tools when available, and discussed before the procedure as a part of a shared decision-making process.","For patients with VHD considering intervention, individual risks for specific surgical and/or transcatheter procedures should be assessed using online tools when possible and discussed prior to the procedure as part of shared decision-making."
id_01467,"In patients with CCD treated with PCI, dual antiplatelet therapy (DAPT) consisting of aspirin and clopidogrel for 6 months post PCI followed by single antiplatelet therapy (SAPT) is indicated to reduce MACE and bleeding events.*4–7","For patients with CCD undergoing PCI, it is advised to administer dual antiplatelet therapy (DAPT) with aspirin and clopidogrel for 6 months after the procedure, followed by single antiplatelet therapy (SAPT), to decrease the risk of MACE and bleeding events."
id_02427,"In patients with Marfan syndrome and an aortic root diameter of >4.5 cm, aortic surgery before pregnancy is recommended.1-4","For patients with Marfan syndrome who have an aortic root diameter exceeding 4.5 cm, it is advised to undergo aortic surgery prior to pregnancy."
id_00508,"For patients with persistent stable chest pain and nonobstructive CAD, stress CMR with the addition of MBFR measurement is reasonable to improve diagnosis of coronary myocardial dysfunction and for estimating risk of MACE.12-14","For individuals experiencing ongoing stable chest pain with nonobstructive coronary artery disease, it is advisable to use stress CMR along with MBFR measurement to enhance the diagnosis of coronary myocardial dysfunction and assess the risk of major adverse cardiac events."
id_00028,"If a person experiences anaphylaxis and an epinephrine autoinjector is available, the person should self-administer the autoinjector.","In the event of anaphylaxis, if an epinephrine autoinjector is accessible, the individual should use it on themselves."
id_02428,"In patients with Loeys-Dietz syndrome attributable to pathogenic variants in TGFB2 or TGFB3 and an aortic diameter of ≥4.5 cm, surgery before pregnancy is rea- sonable.","For patients with Loeys-Dietz syndrome due to pathogenic variants in TGFB2 or TGFB3 and an aortic diameter of 4.5 cm or greater, it is advisable to undergo surgery prior to pregnancy."
id_01948,Patients with severe VHD should be evaluated by a Multidisciplinary Heart Valve Team (MDT) when intervention is considered.,"For patients with severe VHD, a Multidisciplinary Heart Valve Team (MDT) should assess them when an intervention is being contemplated."
id_00029,A first aid provider should assist a person experi- encing anaphylaxis to use their autoinjector if assistance is required.,"If needed, a first aid provider ought to help someone experiencing anaphylaxis with using their autoinjector."
id_01468,"In select patients with CCD treated with PCI and a drug-eluting stent (DES) who have completed a 1- to 3-month course of DAPT, P2Y12 inhibitor monotherapy for at least 12 months is reasonable to reduce bleeding risk.8–12","For certain patients with CCD who have undergone PCI with a drug-eluting stent and have finished 1 to 3 months of DAPT, continuing P2Y12 inhibitor alone for a minimum of 12 months is advisable to lower the risk of bleeding."
id_02429,"In patients with nsHTAD and an aortic diam- eter of ≥4.5 cm, surgery before pregnancy is recommended.",Surgery is advised for patients with nsHTAD and an aortic diameter of 4.5 cm or greater prior to pregnancy.
id_00509,"For patients with persistent stable chest pain and nonobstructive CAD, stress echocardiography with the addition of coronary flow velocity reserve measurement may be reasonable to improve diagnosis of coronary myocardial dysfunction and for estimating risk of MACE.","For individuals experiencing ongoing stable chest pain with nonobstructive coronary artery disease, it may be appropriate to use stress echocardiography along with coronary flow velocity reserve measurement to enhance the diagnosis of coronary myocardial dysfunction and assess the risk of major adverse cardiac events."
id_00030,"If a person experiences anaphylaxis, the emer- gency response system should be activated.","In the event of anaphylaxis, the emergency response system must be called."
id_01949,"Consultation with or referral to a Primary or Comprehensive Heart Valve Center is reasonable when treatment options are being discussed for 1) asymptomatic patients with severe VHD, 2) patients who may benefit from valve repair versus valve replacement, or 3) patients with multiple comorbidities for whom valve intervention is considered.1–19","It is advisable to seek consultation or refer patients to a Primary or Comprehensive Heart Valve Center when considering treatment options for 1) asymptomatic individuals with severe valvular heart disease, 2) those who might benefit from valve repair instead of replacement, or 3) patients with multiple comorbidities where valve intervention is contemplated."
id_01470,"In patients with CCD and a previous history of MI without a history of stroke, transient ischemic attack (TIA), or ICH, vorapaxar may be added to aspirin therapy to reduce MACE.15–17","For patients with CCD and a past MI but no history of stroke, TIA, or ICH, adding vorapaxar to aspirin therapy can help lower the risk of MACE."
id_02430,"In patients with Turner syndrome and ASI of ≥2.5 cm/m2, surgery before pregnancy is rec- ommended.9-11","For patients with Turner syndrome and an ASI of 2.5 cm/m² or greater, it is advised to undergo surgery prior to pregnancy."
id_01469,"In patients with CCD who have had a previous MI and are at low bleeding risk, extended DAPT beyond 12 months for a period of up to 3 years may be reasonable to reduce MACE.*13,14","For patients with CCD who have experienced a prior MI and present a low risk of bleeding, continuing DAPT for up to 3 years beyond the initial 12 months may be advisable to lower MACE."
id_01950,"In asymptomatic patients with any type of valve intervention, a baseline postprocedural TTE followed by periodic monitoring with TTE is recommended, depending on type of intervention, length of time after intervention, ventricular function, and concurrent cardiac conditions.","For patients without symptoms who have undergone any valve intervention, it is advised to perform an initial post-procedure TTE and continue with regular TTE assessments, taking into account the intervention type, time elapsed since the procedure, ventricular function, and any existing cardiac conditions."
